出关	出入境
出境	出入境
快艇	游船
马尔代夫	国家
入境	出入境
水上飞机	飞机
新加坡	国家
窗外	外面
飞往	飞机
内陆	地区
早饭	早餐
槟榔	热带水果
不二法门	寺庙
大东海	海滩
凤凰	神兽
凤凰岭公园	公园
凤凰山	山
凤凰台	景点
凤凰镇	小镇
观音像	观音
鹿回头公园	公园
南海观音	观音
南山	山
南山寺	寺庙
菩萨	佛教
情人桥	小桥
三亚	城市
三亚湾	海滨
三亚港	港口
天涯海角	沙滩
天涯石	岩石
天一度假村	度假村
西岛	岛
亚龙湾	海滨
亚龙湾中心广场	广场
呀诺达	植物园
椰梦长廊	海滨
椰子	热带水果
游艇	游船
奇幻艺术馆	艺术馆
南山旅游文化区	景点
南天一柱	柱子
森林公园	森林公园
槟榔谷	谷
白鹭公园	公园
海山奇观	奇观
观音堂	观音
观音岛	观音
南无寺	寺庙
海棠湾	海滨
台湾大学	大学
鹿回头广场	广场
圆通宝殿	寺庙
金刚台	寺庙
亚龙湾海底世界	海洋馆
会展中心	展览馆
呀诺达雨林	雨林
高尔夫球会	高尔夫球
免税店	免税店
百花谷商业街	商业街
南田温泉	温泉
长寿山	山
桂林公园	公园
帆船酒店	酒店
玫瑰谷	谷
大峡谷	峡谷
长寿谷	谷
妈祖庙	庙
人祖庙	庙
春园海鲜广场	海鲜
海鲜广场	海鲜
兰花园	花园
清水湾	水湾
九曲桥	小桥
浪漫海岸	海岸
美术馆	艺术馆
情人湾	水湾
美高梅大酒店	酒店
金鸡岭	山
便宜	价格
鹿回头	景点
平安石	岩石
歌舞表演	演出
下海	游泳
乘坐	交通
大连	城市
用餐	餐饮
老虎斑	海鱼
巴厘岛	岛屿
玻璃教堂	教堂
风筝	放风筝
大皇宫	宫殿
皇宫	宫殿
梯田	梯田
印尼盾	货币
泳池	游泳
脏鸭餐	美食
稻田	农田
冲浪圣地	冲浪
情人崖	悬崖
曼谷	城市
泰国	国家
centralworld	商场
Asiatique	夜市
玉佛寺	寺庙
考山路	商业街
7-11	超市
卧佛寺	寺庙
四面佛	佛像
bigC	超市
芒果	热带水果
大象啤酒	啤酒
椰子冰淇淋	冰淇淋
猪脚饭	小吃
马杀鸡	按摩
矿石	矿产
旅行必备	旅行
廉价航空	飞机
酒店集团	酒店
特价信息	价格
酒店预定	酒店
结伴同行	结伴
约伴	结伴
出发	旅行
求被捡	结伴
捡人	结伴
计划	旅行
潜水目的地	潜水
潜水知识	潜水
潜水装备	潜水装备
水下摄影	摄影
潜水游记	潜水
潜水杂谈	潜水
骑行线路	骑行
骑行装备	骑行
骑行课堂	骑行
骑行杂谈	骑行
骑行游记	骑行
自驾线路	自驾
座驾	自驾
随行装备	装备
自驾游记	自驾
杂谈	见闻
摄影技巧	摄影
摄影器材	摄影
手机摄影	摄影
摄影后期	摄影
风光摄影	摄影
人文摄影	摄影
青岛	城市
崂山	山
德国	国家
黄岛	岛
五四广场	广场
基督	宗教
鲁迅	名人
太清宫	道教
紫荆	花草
蒋介石	名人
可乐	汽水
劈柴院	大院
啤酒节	狂欢节
葡萄酒	红酒
青岛市	城市
山东省	省份
水饺	面食
天后宫	宫殿
天主堂	天主教
栈桥	小桥
浙江省	省份
中山公园	公园
青岛大学	大学
三一教堂	教堂
天幕城	商业街
鲁迅公园	公园
海水浴场	海滨浴场
邮电博物馆	博物馆
跨海大桥	大桥
信号山	山
信号山公园	公园
五一广场	广场
青岛八大关	街区
八大关	街区
青岛海底世界	海洋馆
啤酒博物馆	博物馆
太平角公园	公园
欢动世界	游乐场
海尔科技馆	科技馆
海军博物馆	博物馆
美达尔烧烤店	饭店
烧烤店	烧烤
烤肉	烧烤
侯爵饭店	饭店
光之教堂	教堂
沙疗所	疗养
啤酒街	美食街
啤酒城	美食街
圣保罗教堂	教堂
风情街	商业街
天地广场	广场
老城区	老区
古城堡	城堡
雷峰塔	塔
爱情角	爱情
方特梦幻王国	游乐场
梦幻乐园	游乐场
梦幻王国	游乐场
金沙滩	沙滩
银沙滩	沙滩
中国海洋大学	大学
老舍故居	故居
太平湾	水湾
巧克力工厂	工厂
迎客松	松
琅琊台	景点
海信广场	广场
圣母殿	教堂
南戴河	河
北戴河	河
军事博物馆	博物馆
海洋世界	海洋馆
西安	城市
大雁	飞鸟
钟楼	大楼
兵马俑	古迹
鼓楼	大楼
华山	山
骊山	山
明城墙	城墙
曲江	城市
回民	族群
西北	方位
安定门	城门
安远门	城门
碑林	景点
博物院	博物馆
华清池	景点
皇城	古城
秦始皇陵	陵墓
陕西省	省份
西安事变	历史
财神	神灵
城楼	楼阁
贵妃	妃子
桂花	花草
老婆	夫妻
八角亭	亭台
女娲	神灵
皮影戏	戏剧
唐代	朝代
东门	大门
西门	大门
南门	大门
北门	大门
天门	大门
地门	大门
小雁塔	塔
西安站	火车站
不夜城	商业街
大雁塔	塔
汉城湖	湖
草堂寺	寺庙
古城墙	城墙
鼓楼广场	广场
砖塔	塔
荐福寺	寺庙
回民街	街道
音乐喷泉	喷泉
风之塔	塔
风塔	塔
青龙寺	寺庙
大唐西市博物馆	博物馆
骊山索道	索道
女娲祠	祠堂
西安交通大学	大学
高家大院	大院
兴庆宫公园	公园
大慈恩寺	寺庙
高家民俗大院	大院
高岳崧故居	故居
大唐芙蓉园	遗址
宝庆寺	寺庙
大喷泉广场	广场
喷泉广场	广场
半坡遗址博物馆	博物馆
莲湖公园	公园
冰糖葫芦	小吃
卧龙寺	寺庙
曲江寒窑遗址公园	遗址
八仙庵	道教
白鹿原	景点
高培支旧居	故居
财神庙	寺庙
农博园	博物馆
骊山森林公园	森林公园
汤峪温泉	温泉
碧水湾	水湾
古城楼	楼阁
大剧院	剧院
大街	街道
羊肉泡馍	面食
镜糕	糕点
秦始皇	皇帝
肉夹馍	面食
韩国	国家
明洞	商业街
青瓦台	宫殿
汗蒸	桑拿
乐天百货	商场
炸酱面博物馆	博物馆
仁寺洞	商场
景福宫	宫殿
梨花女子大学	大学
乐天世界	游乐场
东大门	大门
清溪广场	广场
光华门	大门
北村韩屋村	村子
三清洞	商业街
民俗博物馆	博物馆
民俗公园	公园
新沙洞	商业街
南山缆车	缆车
大使馆	领事馆
出海	水上运动
布拉波海滩	海滩
普卡沙滩	沙滩
雅泊海滩	海滩
圣母岩礁	岩石
白沙滩	沙滩
锦江乐园	游乐场
象鼻山	山
Bay	水湾
神仙	神灵
竹子	植物
邮票博物馆	博物馆
邮政博物馆	博物馆
卡塔海滩	海滩
卡伦海滩	海滩
通赛湾	水湾
蚊子岛	岛
幻多奇乐园	游乐场
查龙寺	寺庙
玛雅湾	水湾
攀牙湾	水湾
世外桃源	景点
皇帝岛	岛
珊瑚岛	岛
神仙半岛	半岛
翡翠岛	岛
小东海	海洋
卡隆海滩	海滩
芭东海滩	海滩
商人市场	市场
文化村	村子
仙人岛	岛
小和山	山
帕岸岛	岛
大帆船	帆船
柚木宫	宫殿
椰子岛	岛
小鱼山	山
有名	著名
巴黎	城市
法国	国家
卢浮宫	博物馆
塞纳河	河流
凯旋门	城门
埃菲尔铁塔	铁塔
巴黎圣母院	教堂
圣母院	教堂
协和广场	广场
香榭丽舍大街	街道
欧洲	地区
罗马	城市
蒙马特高地	景点
荣军院	政府建筑
市中心	位置
埃及	国家
巴黎战神广场	广场
凡尔赛宫	宫殿
哥特式	建筑
拿破仑	名人
西岱岛	岛
塞纳河畔	河流
香榭丽舍	街道
圣心大教堂	教堂
亚历山大三世桥	大桥
杜乐丽花园	花园
艺术中心	艺术馆
油画	艺术
老佛爷百货	商店
王宫	宫殿
路易十四	皇帝
老佛爷	名人
波旁宫	宫殿
奥赛博物馆	博物馆
旋转木马	游乐场
艺术桥	小桥
舞蹈	跳舞
清迈	城市
塔佩门	大门
探戈	跳舞
宁曼路	商业街
帕辛寺	寺庙
契迪龙寺	寺庙
清迈大学	大学
双龙寺	寺庙
素贴山	山
素贴寺	寺庙
长康路	街道
指南	攻略
太阳镜	眼镜
墨镜	眼镜
克拉码头	码头
莱佛士酒店	酒店
滨海湾金沙酒店	酒店
轻轨站	轻轨
牛车水购物区	购物
环球影城	电影院
热狗	小吃
涂鸦墙	墙
菜单墙	饭店
外墙	墙
山	山
高山	高山
雪山	雪山
大山	大山
山峰	山峰
火山	火山
瀑布	瀑布
溪流	溪流
漂流	漂流
小溪	小溪
岩石	岩石
奇石	奇石
泉	泉
潭	潭
泉水	泉水
洞穴	洞穴
岩洞	岩洞
溶洞	溶洞
湖	湖
湖泊	湖泊
水流	水流
江河	江河
河	河
河流	河流
海洋	海洋
大海	大海
海滩	海滩
海滨	海滨
沙滩	沙滩
海岸	海岸
水湾	水湾
峡谷	峡谷
谷	谷
山谷	山谷
白雪	白雪
冰雪	冰雪
冰雕	冰雕
雪	雪
冰原	冰原
冰川	冰川
沙漠	沙漠
戈壁	戈壁
荒漠	荒漠
湿地	湿地
岛	岛
岛屿	岛屿
环岛	环岛
半岛	半岛
峭壁	峭壁
悬崖	悬崖
太阳	太阳
日落	日落
日出	日出
日食	日食
天空	天空
夜空	夜空
极光	极光
蓝天	蓝天
白云	白云
彩虹	彩虹
星空	星空
地理公园	地理公园
国家公园	国家公园
濒危地貌	濒危地貌
自然遗产	自然遗产
自然	自然
大自然	大自然
风光	风光
风景	风景
高原	高原
奇观	奇观
草原	草原
草场	草场
草海	草海
丛林	丛林
雨林	雨林
森林	森林
树林	树林
树木	树木
奇树	奇树
花草	花草
树	树
松	松
植物	植物
节肢动物	节肢动物
昆虫	昆虫
爬虫	爬虫
飞虫	飞虫
海洋动物	海洋动物
海鱼	海鱼
游鱼	游鱼
珊瑚	珊瑚
海龟	海龟
飞鸟	飞鸟
禽	禽
猛兽	猛兽
狮子	狮子
老虎	老虎
猎豹	猎豹
走兽	走兽
斑马	斑马
哺乳动物	哺乳动物
老鼠	老鼠
水兽	水兽
两栖动物	两栖动物
河马	河马
青蛙	青蛙
淡水鱼	淡水鱼
爬行动物	爬行动物
蜗牛	蜗牛
乌龟	乌龟
农庄	农庄
农场	农场
酒庄	酒庄
茶园	茶园
牧场	牧场
果园	果园
农田	农田
猫	猫
狗	狗
神兽	神兽
濒危物种	濒危物种
矿物	矿物
矿产	矿产
宝石	宝石
化石	化石
生态	生态
生物	生物
标本	标本
牙齿	牙齿
古文明	古文明
遗址	遗址
古迹	古迹
墓葬	陵墓
古代壁画	古代壁画
祠堂	祠堂
古城	古城
古镇	古镇
老区	老区
古建筑	古建筑
古村	古村
文化遗产	文化遗产
佛教	佛教
佛塔	佛塔
寺庙	寺庙
道教	道教
观音	观音
庙	庙
寺	寺
基督教	基督教
基督教堂	基督教堂
天主教	天主教
天主教堂	天主教堂
修道院	修道院
伊斯兰教	伊斯兰教
清真寺	清真寺
少数民族	少数民族
纳西族	纳西族
传说	传说
风俗	风俗
祈福	祈福
祈祷	祈祷
朝拜	朝拜
许愿	许愿
放生	放生
祭祀	祭祀
传教	传教
皇室	皇室
皇帝	皇帝
皇后	皇后
妃子	妃子
太后	太后
公主	公主
王子	王子
国王	国王
民俗	民俗
民族	民族
族群	族群
宗教	宗教
信仰	信仰
圣地	圣地
圣城	圣城
神社	神社
神灵	神灵
地标建筑	地标建筑
摩天大楼	摩天大楼
大厦	大厦
摩天轮	摩天轮
城门	城门
大桥	大桥
文化建筑	文化建筑
博物馆	博物馆
艺术馆	艺术馆
展览馆	展览馆
纪念馆	纪念馆
纪念碑	纪念碑
音乐厅	音乐厅
歌剧院	歌剧院
剧院	剧院
戏院	戏院
图书馆	图书馆
政府建筑	政府建筑
市政厅	市政厅
公安局	公安局
领事馆	领事馆
厂房	厂房
库房	库房
工厂	工厂
工业园	工业园
体育馆	体育馆
运动馆	运动馆
运动场	运动场
老建筑	老建筑
老房子	老房子
外滩	外滩
城墙	城墙
城堡	城堡
炮台	炮台
碉堡	碉堡
塔台	塔台
铁塔	铁塔
电视塔	电视塔
天文台	天文台
塔	塔
雕塑	雕塑
雕像	雕像
皇家建筑	皇家建筑
圣殿	圣殿
宫殿	宫殿
宫	宫
宗教建筑	宗教建筑
神庙	神庙
祭坛	祭坛
教堂	教堂
住宅	住宅
民居	民居
别墅	别墅
居民楼	居民楼
庄园	庄园
大院	大院
农业建筑	农业建筑
水车	水车
风车	风车
磨坊	磨坊
建筑	建筑
建设	建设
大楼	大楼
建筑局部	建筑局部
石板	石板
大门	大门
露台	露台
墙	墙
柱子	柱子
亭台	亭台
楼阁	楼阁
电梯	电梯
水利工程	水利工程
水坝	水坝
运河	运河
水渠	水渠
水井	水井
西餐	西餐
比萨饼	比萨饼
汉堡	汉堡
面包	面包
米饭	米饭
寿司	寿司
菜饭	菜饭
炒饭	炒饭
小吃	小吃
茶点	茶点
甜点	甜点
冰淇淋	冰淇淋
糕点	糕点
蒸点	蒸点
素食	素食
蔬菜	蔬菜
奶制品	奶制品
牛奶	牛奶
酸奶	酸奶
奶酪	奶酪
奶糖	奶糖
豆制品	豆制品
豆腐	豆腐
豆奶	豆奶
豆浆	豆浆
豆子	豆子
面食	面食
汤面	汤面
拌面	拌面
凉面	凉面
馒头	馒头
包子	包子
大饼	大饼
香料	香料
咖喱	咖喱
茴香	茴香
野餐	野餐
烧烤	烧烤
打猎	打猎
特级餐厅	特级餐厅
米其林	米其林
餐厅	餐厅
饭店	饭店
火锅	火锅
农家乐	农家乐
土菜	土菜
野菜	野菜
海鲜	海鲜
龙虾	龙虾
鱼	鱼
山珍	山珍
牛肉	牛肉
猪肉	猪肉
羊肉	羊肉
肉食	肉食
腊肉	腊肉
鸡肉	鸡肉
鸭肉	鸭肉
品酒	饮酒
酒吧	酒吧
酒窖	酒窖
白酒	白酒
洋酒	洋酒
鸡尾酒	鸡尾酒
啤酒	啤酒
红酒	红酒
茶馆	茶馆
茶叶	茶叶
喝茶	喝茶
咖啡	咖啡
咖啡馆	咖啡馆
水果	水果
热带水果	热带水果
饮品	饮品
果汁	果汁
汽水	汽水
露饮	露饮
汤水	汤水
奶茶	奶茶
食用油	食用油
菜籽油	菜籽油
花生油	花生油
大豆油	大豆油
美食	美食
试吃	试吃
品尝	品尝
早餐	早餐
午餐	午餐
晚餐	晚餐
美味	美味
口味	口味
餐饮	餐饮
美食街	美食街
购物	购物
商场	商场
集市	集市
市场	市场
夜市	夜市
商店	商店
超市	超市
商业街	商业街
品牌	品牌
大牌	大牌
冒牌	冒牌
贴牌	贴牌
商品	商品
奢侈品	奢侈品
化妆品	化妆品
珠宝	珠宝
纪念品	纪念品
公园	公园
园林	园林
动物园	动物园
植物园	植物园
花园	花园
文化生活	文化生活
电影院	电影院
电影	电影
书店	书店
读书	读书
艺术	艺术
休闲放松	休闲放松
SPA	SPA
按摩	按摩
温泉	温泉
会所	会所
浴场	浴场
桑拿	桑拿
学校	学校
大学	大学
老师	老师
上课	上课
学习	学习
军校	军校
医药	医药
医院	医院
药物	药物
治疗	治疗
疗养	疗养
广场	广场
操场	操场
喷泉	喷泉
帅哥	帅哥
美女	美女
色情	色情
同志	同志
人妖	人妖
潮人	潮人
手工	手工
纺织	纺织
绘画	绘画
雕刻	雕刻
手绘	手绘
街道	街道
小道	小道
大道	大道
步行街	步行街
老街	老街
土著	土著
原住民	原住民
当地人	当地人
风情	风情
风土人情	风土人情
童话	童话
印记	印记
邮戳	邮戳
盖章	盖章
照片	照片
明信片	明信片
邮局	邮局
生活	生活
原生态	原生态
商业化	商业化
本地化	本地化
村子	村子
小镇	小镇
水上运动	水上运动
游泳	游泳
摩托艇	摩托艇
冲浪	冲浪
海滨浴场	海滨浴场
潜水	潜水
浮潜	浮潜
深潜	深潜
游船	游船
垂钓	垂钓
海钓	海钓
独木舟	独木舟
钓鱼	钓鱼
滑雪	滑雪
滑冰	滑冰
自驾	自驾
飙车	飙车
开车	开车
燃油	燃油
骑行	骑行
滑板	滑板
独轮车	独轮车
攀岩	攀岩
登山	登山
攀登	攀登
徒步	徒步
跑酷	跑酷
越野	越野
散步	散步
体育	体育
足球	足球
棒球	棒球
冰球	冰球
高尔夫球	高尔夫球
骑马	骑马
骑大象	骑大象
骑骆驼	骑骆驼
骑鸵鸟	骑鸵鸟
热气球	热气球
飞艇	飞艇
滑翔	滑翔
滑翔伞	滑翔伞
跳伞	跳伞
航拍	航拍
演出	演出
表演	表演
晚会	晚会
戏剧	戏剧
音乐剧	音乐剧
歌剧	歌剧
游乐场	游乐场
赌场	赌场
海洋馆	海洋馆
水上乐园	水上乐园
儿童乐园	儿童乐园
科技馆	科技馆
帆船	帆船
摄影	摄影
拍照	拍照
录像	录像
纪录片	纪录片
留念	留念
音乐	音乐
演唱会	演唱会
歌舞	歌舞
唱歌	唱歌
跳舞	跳舞
夜店	夜店
儿童活动	儿童活动
放风筝	放风筝
过家家	过家家
活动	活动
体验	体验
文化节	文化节
狂欢节	狂欢节
民俗节日	民俗节日
艺术节	艺术节
博览会	博览会
美食节	美食节
纪念日	纪念日
纪念	纪念
国庆	国庆
酒店	酒店
精品酒店	精品酒店
特色酒店	特色酒店
设计酒店	设计酒店
度假村	度假村
公寓	公寓
客栈	客栈
背包客	背包客
宿舍	宿舍
旅舍	旅舍
旅馆	旅馆
休息	休息
休息室	休息室
小憩	小憩
借宿	借宿
沙发客	沙发客
汽车站	汽车站
长途汽车	长途汽车
公交车	公交车
出租车	出租车
汽车	汽车
停车	停车
停车场	停车场
租车	租车
机场	机场
航班	航班
国际机场	国际机场
飞机	飞机
航空公司	航空公司
火车站	火车站
中央车站	中央车站
月台	月台
火车	火车
车站	车站
索道	索道
缆车	缆车
滑索	滑索
地铁	地铁
轻轨	轻轨
隧道	隧道
山洞	山洞
摩托车	摩托车
机车	机车
电驴	电驴
突突车	突突车
自行车	自行车
单车	单车
骑车	骑车
步行	步行
古道	古道
人行道	人行道
天桥	天桥
阶梯	阶梯
道路	道路
景观路	景观路
环岛路	环岛路
公路	公路
山路	山路
水道	水道
码头	码头
轮渡	轮渡
小桥	小桥
港口	港口
人力车	人力车
马车	马车
牛车	牛车
雪橇	雪橇
交通	交通
堵车	堵车
迷路	迷路
线路	线路
口岸	口岸
海关	海关
国家	国家
美国	美国
省份	省份
自治区	自治区
州	州
地区	地区
城市	城市
景点	景点
目的地	目的地
门票	门票
票务	票务
旅行社	旅行社
时辰	时辰
凌晨	凌晨
早晨	早晨
上午	上午
中午	中午
下午	下午
夜晚	夜晚
半夜	半夜
时光	时光
时间	时间
日期	日期
上旬	上旬
时节	时节
春分	春分
春天	春天
夏天	夏天
秋天	秋天
冬天	冬天
淡季	淡季
旺季	旺季
气候	气候
天气	天气
暴雨	暴雨
下雨	下雨
台风	台风
地理信息	地理信息
GPS	GPS
海拔	海拔
维度	维度
英文名	英文名
历史信息	历史信息
朝代	朝代
历史	历史
故事	故事
文化	文化
古代	古代
实用信息	实用信息
价格	价格
环境	环境
免费	免费
货币	货币
汇率	汇率
贴士	贴士
小费	小费
攻略	攻略
名人	名人
名著	名著
墓地	墓地
故居	故居
英雄	英雄
艺术家	艺术家
运动员	运动员
科学家	科学家
作家	作家
建筑师	建筑师
设计师	设计师
游人	游人
旅游团	旅游团
散客	散客
游客	游客
结伴	结伴
家人	家人
情侣	情侣
夫妻	夫妻
家庭	家庭
职人	职人
警察	警察
老板娘	老板娘
导游	导游
司机	司机
老板	老板
军人	军人
人群	人群
单身	单身
男生	男生
女生	女生
先生	先生
女士	女士
萝莉	萝莉
高富帅	高富帅
白富美	白富美
小朋友	小朋友
学生	学生
